f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,f_scoreperson0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,f_scoreperson1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,f_scoreperson2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,f_scoreperson3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,f_scoreperson4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,f_scoreperson0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,f_scoreperson1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,f_scoreperson2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,f_scoreperson3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,f_scoreperson4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,f_scoremisceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,f_scoremisceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,f_scoremisceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,f_scoremisceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,f_scoremisceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,f_scoremisceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,f_scoremisceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,f_scoremisceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,f_scoremisceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,f_scoremisceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,f_scoreorganization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,f_scoreorganization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,f_scoreorganization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,f_scoreorganization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,f_scoreorganization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,f_scoreorganization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,f_scoreorganization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,f_scoreorganization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,f_scoreorganization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,f_scoreorganization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,f_scorelocation0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,f_scorelocation1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,f_scorelocation2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,f_scorelocation3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,f_scorelocation4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,f_scorelocation0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,f_scorelocation1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,f_scorelocation2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,f_scorelocation3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,f_scorelocation4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,f_scorenone0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,f_scorenone1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,f_scorenone2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,f_scorenone3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,f_scorenone4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,f_scorenone0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,f_scorenone1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,f_scorenone2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,f_scorenone3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_scorenone4_promptFalse
0.05966587112171838,0.04970178926441352,0.351440329218107,llama-7b-hf,0.07462686567164178,25-478-402-310,4_prompt,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,402,
0.07099143206854344,0.054104477611940295,0.37530864197530867,llama-7b-hf,0.10320284697508897,29-507-427-252,4_prompt,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,427,
0.21062441752096925,0.22828282828282828,0.302880658436214,llama-7b-hf,0.19550173010380623,113-382-255-465,2_prompt,False,5,,,,,,,,,,,,,,,,,,,,,,182,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,255,,,,,,,
0.10526315789473684,0.09702970297029703,0.31440329218106994,llama-7b-hf,0.11502347417840375,49-456-333-377,2_prompt,False,4,,,,,,,,,,,,,,,,,,,,,,182,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,333,,,,,,,
0.07967313585291112,0.08024691358024691,0.2584362139917695,llama-7b-hf,0.07910750507099391,39-447-275-454,2_prompt,False,3,,,,,,,,,,,,,,,,,,,,,,182,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,275,,,,,,,
0.2414448669201521,0.2514851485148515,0.3432098765432099,llama-7b-hf,0.23217550274223034,127-378-290-420,2_prompt,False,2,,,,,,,,,,,,,,,,,,,,,,182,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,290,,,,,,,
0.1141649048625793,0.10821643286573146,0.3102880658436214,llama-7b-hf,0.12080536912751678,54-445-323-393,2_prompt,False,1,,,,,,,,,,,,,,,,,,,,,,182,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,323,,,,,,,
0.08182912154031287,0.06627680311890838,0.3720164609053498,llama-7b-hf,0.1069182389937107,34-479-418-284,2_prompt,False,0,,,,,,,,,,,,,,,,,,,,,,182,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,418,,,,,,,
0.045146726862302484,0.038910505836575876,0.3037037037037037,llama-7b-hf,0.053763440860215055,20-494-349-352,3_prompt,False,5,,,,,,,,,,,,,,,,,,,,,,,,,182,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,349,,,,
0.08098987626546682,0.0718562874251497,0.32757201646090534,llama-7b-hf,0.09278350515463918,36-465-362-352,3_prompt,False,4,,,,,,,,,,,,,,,,,,,,,,,,,182,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,362,,,,
0.13272311212814644,0.11026615969581749,0.37613168724279833,llama-7b-hf,0.16666666666666666,58-468-399-290,3_prompt,False,3,,,,,,,,,,,,,,,,,,,,,,,,,182,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,399,,,,
0.18756585879873552,0.16729323308270677,0.3654320987654321,llama-7b-hf,0.21342925659472423,89-443-355-328,3_prompt,False,2,,,,,,,,,,,,,,,,,,,,,,,,,182,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,355,,,,
0.10888888888888887,0.09939148073022312,0.339917695473251,llama-7b-hf,0.12039312039312039,49-444-364-358,3_prompt,False,1,,,,,,,,,,,,,,,,,,,,,,,,,182,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,364,,,,
0.09189842805320436,0.07129455909943715,0.38189300411522636,llama-7b-hf,0.1292517006802721,38-495-426-256,3_prompt,False,0,,,,,,,,,,,,,,,,,,,,,,,,,182,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,426,,,,
0.05133689839572192,0.04918032786885246,0.26995884773662554,llama-7b-hf,0.053691275167785234,24-464-304-423,1_prompt,False,5,,,,,,,,,,,,,,,,,,,182,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,304,,,,,,,,,,
0.0407673860911271,0.032567049808429116,0.34156378600823045,llama-7b-hf,0.05448717948717949,17-505-398-295,1_prompt,False,4,,,,,,,,,,,,,,,,,,,182,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,398,,,,,,,,,,
0.09184845005740529,0.07920792079207921,0.34897119341563787,llama-7b-hf,0.1092896174863388,40-465-384-326,1_prompt,False,3,,,,,,,,,,,,,,,,,,,182,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,384,,,,,,,,,,
0.08649789029535865,0.08401639344262295,0.2872427983539095,llama-7b-hf,0.0891304347826087,41-447-308-419,1_prompt,False,2,,,,,,,,,,,,,,,,,,,182,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,308,,,,,,,,,,
0.046242774566473986,0.04008016032064128,0.32098765432098764,llama-7b-hf,0.0546448087431694,20-479-370-346,1_prompt,False,1,,,,,,,,,,,,,,,,,,,182,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,370,,,,,,,,,,
0.034346103038309116,0.02389705882352941,0.3983539094650206,llama-7b-hf,0.06103286384976526,13-531-471-200,1_prompt,False,0,,,,,,,,,,,,,,,,,,,182,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,471,,,,,,,,,,
